MasterTable_ID,Alias,Latitude,Longitude,Date/Time/GMT,Start Date/Time (GMT),COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Type,Serial Number,Version,Sys. Volts,TimeStamp,PDate
70582610,USFS1032,,,2/23/2021 6:00:00 PM,23-FEB-2021 17:00:0,,,,,,,,,,,,, G6839 ,3613-01 R1.57.0,,2/23/2021 6:44:22 PM,2/23/2021 6:44:00 PM
70582665,USFS1032,33.77912,-84.39579,2/23/2021 6:00:00 PM,,,,,,,,,,,,,,,,12.45,2/23/2021 6:49:49 PM,2/23/2021 6:52:00 PM
70583257,USFS1032,,,2/23/2021 7:00:00 PM,,-0.000,-0.000,0.0,1.8,42,22.4,21,29,14.4,23.7,0,PM 2.5,,,,2/23/2021 7:41:01 PM,2/23/2021 7:42:00 PM
70583714,USFS1032,,,2/23/2021 8:00:00 PM,,0.004,0.008,11.4,1.7,321,23.2,20,17,14.1,24.9,257,PM 2.5,,,,2/23/2021 8:41:02 PM,2/23/2021 8:42:00 PM
70584344,USFS1032,,,2/23/2021 9:00:00 PM,,0.005,0.005,16.7,1.7,307,23.9,19,12,14.0,28.5,0,PM 2.5,,,,2/23/2021 9:41:03 PM,2/23/2021 9:43:00 PM
70585063,USFS1032,,,2/23/2021 10:00:00 PM,,0.007,0.006,16.7,1.4,312,23.7,20,12,14.0,29.2,0,PM 2.5,,,,2/23/2021 10:41:04 PM,2/23/2021 10:44:00 PM
70586114,USFS1032,,,2/23/2021 11:00:00 PM,,0.001,0.002,16.7,1.7,318,22.1,22,14,14.0,25.4,0,PM 2.5,,,,2/23/2021 11:41:05 PM,2/23/2021 11:44:00 PM
70586740,USFS1032,,,2/24/2021 12:00:00 AM,,0.006,0.009,16.7,0.9,312,20.9,26,17,14.0,22.7,0,PM 2.5,,,,2/24/2021 12:41:06 AM,2/24/2021 12:42:00 AM
70587393,USFS1032,,,2/24/2021 1:00:00 AM,,0.005,0.008,16.6,0.6,178,19.1,29,19,14.1,20.9,0,PM 2.5,,,,2/24/2021 1:41:07 AM,2/24/2021 1:42:00 AM
70587819,USFS1032,,,2/24/2021 2:00:00 AM,,0.011,0.010,16.7,0.5,167,18.0,32,20,14.0,19.5,0,PM 2.5,,,,2/24/2021 2:41:08 AM,2/24/2021 2:42:00 AM
70588312,USFS1032,,,2/24/2021 3:00:00 AM,,0.011,0.015,16.7,0.8,187,17.6,32,21,14.0,18.7,0,PM 2.5,,,,2/24/2021 3:41:09 AM,2/24/2021 3:44:00 AM
70588729,USFS1032,,,2/24/2021 4:00:00 AM,,0.024,0.025,16.7,0.8,190,16.5,34,21,14.0,18.1,0,PM 2.5,,,,2/24/2021 4:41:10 AM,2/24/2021 4:42:00 AM
70589140,USFS1032,,,2/24/2021 5:00:00 AM,,0.030,0.029,16.7,0.6,191,16.1,35,20,13.8,17.8,0,PM 2.5,,,,2/24/2021 5:41:11 AM,2/24/2021 5:42:00 AM
70589614,USFS1032,,,2/24/2021 6:00:00 AM,,0.019,0.014,16.6,0.5,175,15.5,38,23,14.0,17.5,0,PM 2.5,,,,2/24/2021 6:41:12 AM,2/24/2021 6:42:00 AM
70589651,USFS1032,33.77908,-84.39573,2/24/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.39,2/24/2021 6:48:17 AM,2/24/2021 6:49:00 AM
70590066,USFS1032,,,2/24/2021 7:00:00 AM,,0.029,0.033,16.7,0.3,42,13.4,49,26,14.0,15.8,0,PM 2.5,,,,2/24/2021 7:41:13 AM,2/24/2021 7:42:00 AM
70590469,USFS1032,,,2/24/2021 8:00:00 AM,,0.008,0.002,16.7,0.6,195,14.0,43,26,14.0,15.1,0,PM 2.5,,,,2/24/2021 8:41:14 AM,2/24/2021 8:44:00 AM
70590861,USFS1032,,,2/24/2021 9:00:00 AM,,0.010,0.012,16.7,0.7,191,13.2,44,26,14.0,14.8,0,PM 2.5,,,,2/24/2021 9:41:15 AM,2/24/2021 9:42:00 AM
70591404,USFS1032,,,2/24/2021 10:00:00 AM,,0.009,0.006,16.7,0.5,182,12.6,46,26,13.9,14.5,0,PM 2.5,,,,2/24/2021 10:41:16 AM,2/24/2021 10:42:00 AM
70591961,USFS1032,,,2/24/2021 11:00:00 AM,,0.008,0.016,16.7,0.4,190,12.2,47,26,13.9,14.3,0,PM 2.5,,,,2/24/2021 11:41:17 AM,2/24/2021 11:42:00 AM
70592533,USFS1032,,,2/24/2021 12:00:00 PM,,0.011,0.008,16.7,0.5,178,11.8,50,27,13.9,14.0,0,PM 2.5,,,,2/24/2021 12:41:18 PM,2/24/2021 12:42:00 PM
70593844,USFS1032,,,2/24/2021 1:00:00 PM,,0.003,0.004,16.7,0.5,174,12.3,49,26,13.9,14.2,0,PM 2.5,,,,2/24/2021 1:41:19 PM,2/24/2021 1:42:00 PM
70594504,USFS1032,,,2/24/2021 2:00:00 PM,,0.005,0.003,16.7,0.5,146,16.0,42,21,13.8,18.9,0,PM 2.5,,,,2/24/2021 2:41:20 PM,2/24/2021 2:42:00 PM
70595230,USFS1032,,,2/24/2021 3:00:00 PM,,0.009,0.006,16.7,0.8,158,19.7,32,15,13.8,24.4,0,PM 2.5,,,,2/24/2021 3:41:21 PM,2/24/2021 3:44:00 PM
70595739,USFS1032,,,2/24/2021 4:00:00 PM,,0.005,0.006,16.6,0.9,309,22.3,26,12,13.8,29.0,0,PM 2.5,,,,2/24/2021 4:41:22 PM,2/24/2021 4:42:00 PM
70596276,USFS1032,,,2/24/2021 5:00:00 PM,,0.003,-0.001,16.7,1.2,152,24.6,21,12,14.0,31.0,0,PM 2.5,,,,2/24/2021 5:41:23 PM,2/24/2021 5:42:00 PM
70596536,USFS1032,,,2/24/2021 6:00:00 PM,,0.004,0.011,16.7,1.4,155,25.6,19,11,14.0,31.3,0,PM 2.5,,,,2/24/2021 6:04:14 PM,2/24/2021 6:05:00 PM
70596598,USFS1032,33.77916,-84.39586,2/24/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.02,2/24/2021 6:09:26 PM,2/24/2021 6:10:00 PM
70597304,USFS1032,,,2/24/2021 7:00:00 PM,,0.004,0.005,16.7,1.5,168,26.0,18,11,14.0,31.6,0,PM 2.5,,,,2/24/2021 7:04:15 PM,2/24/2021 7:07:00 PM
70598059,USFS1032,,,2/24/2021 8:00:00 PM,,0.008,0.006,16.7,1.5,182,26.3,18,10,14.0,32.0,0,PM 2.5,,,,2/24/2021 8:04:16 PM,2/24/2021 8:09:00 PM
70598609,USFS1032,,,2/24/2021 9:00:00 PM,,0.013,0.011,16.7,1.3,183,26.3,18,10,14.0,32.5,0,PM 2.5,,,,2/24/2021 9:04:16 PM,2/24/2021 9:07:00 PM
70599161,USFS1032,,,2/24/2021 10:00:00 PM,,0.006,0.007,16.7,1.2,180,25.3,18,10,14.0,31.7,0,PM 2.5,,,,2/24/2021 10:04:16 PM,2/24/2021 10:05:00 PM
70600095,USFS1032,,,2/24/2021 11:00:00 PM,,0.010,0.016,16.7,1.2,179,23.1,22,13,14.0,27.6,0,PM 2.5,,,,2/24/2021 11:04:16 PM,2/24/2021 11:05:00 PM
70600893,USFS1032,,,2/25/2021 12:00:00 AM,,0.010,0.005,16.7,0.9,183,21.9,24,14,14.0,24.7,0,PM 2.5,,,,2/25/2021 12:04:16 AM,2/25/2021 12:05:00 AM
70601409,USFS1032,,,2/25/2021 1:00:00 AM,,0.019,0.015,16.6,0.8,180,20.5,27,17,14.1,22.8,0,PM 2.5,,,,2/25/2021 1:04:16 AM,2/25/2021 1:05:00 AM
70601871,USFS1032,,,2/25/2021 2:00:00 AM,,0.016,0.015,16.7,0.9,181,19.6,28,18,14.1,21.3,0,PM 2.5,,,,2/25/2021 2:04:16 AM,2/25/2021 2:05:00 AM
70602406,USFS1032,,,2/25/2021 3:00:00 AM,,0.019,0.019,16.7,0.7,175,18.6,30,19,14.0,20.4,0,PM 2.5,,,,2/25/2021 3:04:16 AM,2/25/2021 3:07:00 AM
70602848,USFS1032,,,2/25/2021 4:00:00 AM,,0.013,0.014,16.7,0.8,194,17.7,32,19,14.0,19.6,0,PM 2.5,,,,2/25/2021 4:04:16 AM,2/25/2021 4:05:00 AM
70603297,USFS1032,,,2/25/2021 5:00:00 AM,,0.009,0.009,16.7,0.8,192,16.9,33,19,13.9,19.1,0,PM 2.5,,,,2/25/2021 5:04:16 AM,2/25/2021 5:05:00 AM
70603739,USFS1032,,,2/25/2021 6:00:00 AM,,0.011,0.006,16.7,0.9,192,16.6,34,19,13.8,18.9,0,PM 2.5,,,,2/25/2021 6:04:16 AM,2/25/2021 6:05:00 AM
70603772,USFS1032,33.77917,-84.39579,2/25/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.41,2/25/2021 6:09:26 AM,2/25/2021 6:10:00 AM
70604173,USFS1032,,,2/25/2021 7:00:00 AM,,0.015,0.021,16.6,1.0,185,16.5,34,20,14.0,18.9,0,PM 2.5,,,,2/25/2021 7:04:17 AM,2/25/2021 7:05:00 AM
70604607,USFS1032,,,2/25/2021 8:00:00 AM,,0.015,0.016,16.7,0.8,181,16.2,35,22,14.1,18.0,0,PM 2.5,,,,2/25/2021 8:04:17 AM,2/25/2021 8:05:00 AM
70604986,USFS1032,,,2/25/2021 9:00:00 AM,,0.024,0.018,16.7,1.1,191,15.8,36,22,14.1,17.7,0,PM 2.5,,,,2/25/2021 9:04:18 AM,2/25/2021 9:07:00 AM
70605343,USFS1032,,,2/25/2021 10:00:00 AM,,0.025,0.031,16.7,0.8,184,15.3,41,24,14.0,17.6,0,PM 2.5,,,,2/25/2021 10:04:19 AM,2/25/2021 10:05:00 AM
70605946,USFS1032,,,2/25/2021 11:00:00 AM,,0.020,0.018,16.7,1.0,175,14.9,46,24,13.9,17.9,0,PM 2.5,,,,2/25/2021 11:04:19 AM,2/25/2021 11:05:00 AM
70606469,USFS1032,,,2/25/2021 12:00:00 PM,,0.026,0.026,16.6,0.9,203,14.4,53,25,13.8,17.6,0,PM 2.5,,,,2/25/2021 12:04:20 PM,2/25/2021 12:05:00 PM
70607203,USFS1032,,,2/25/2021 1:00:00 PM,,0.028,0.018,16.7,0.7,134,13.6,56,31,14.1,16.3,0,PM 2.5,,,,2/25/2021 1:04:21 PM,2/25/2021 1:09:00 PM
70608374,USFS1032,,,2/25/2021 2:00:00 PM,,0.025,0.020,16.7,0.7,298,16.6,48,26,14.0,19.0,0,PM 2.5,,,,2/25/2021 2:04:21 PM,2/25/2021 2:05:00 PM
70608954,USFS1032,,,2/25/2021 3:00:00 PM,,0.016,0.026,16.7,1.4,317,18.7,41,21,14.0,23.1,0,PM 2.5,,,,2/25/2021 3:04:23 PM,2/25/2021 3:05:00 PM
70609442,USFS1032,,,2/25/2021 4:00:00 PM,,0.013,0.009,16.7,1.8,323,20.8,38,18,13.9,26.0,0,PM 2.5,,,,2/25/2021 4:04:24 PM,2/25/2021 4:05:00 PM
70609898,USFS1032,,,2/25/2021 5:00:00 PM,,0.013,0.012,16.7,2.0,322,22.1,37,17,13.8,28.0,0,PM 2.5,,,,2/25/2021 5:04:24 PM,2/25/2021 5:05:00 PM
70610443,USFS1032,,,2/25/2021 6:00:00 PM,,0.003,0.006,16.7,1.5,309,23.8,34,15,13.8,30.3,0,PM 2.5,,,,2/25/2021 6:04:13 PM,2/25/2021 6:07:00 PM
70610486,USFS1032,33.77911,-84.39586,2/25/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.07,2/25/2021 6:09:24 PM,2/25/2021 6:12:00 PM
70611065,USFS1032,,,2/25/2021 7:00:00 PM,,0.010,0.007,16.7,2.0,323,24.5,30,13,13.8,31.6,0,PM 2.5,,,,2/25/2021 7:04:13 PM,2/25/2021 7:07:00 PM
70611614,USFS1032,,,2/25/2021 8:00:00 PM,,0.008,0.008,16.6,2.1,323,24.8,27,12,13.8,31.6,0,PM 2.5,,,,2/25/2021 8:04:13 PM,2/25/2021 8:07:00 PM
70612194,USFS1032,,,2/25/2021 9:00:00 PM,,0.001,0.001,16.7,2.1,325,25.1,24,13,14.1,30.9,0,PM 2.5,,,,2/25/2021 9:04:14 PM,2/25/2021 9:05:00 PM
70612933,USFS1032,,,2/25/2021 10:00:00 PM,,0.011,0.011,16.7,2.0,328,24.6,26,14,14.1,30.2,0,PM 2.5,,,,2/25/2021 10:04:14 PM,2/25/2021 10:07:00 PM
70613782,USFS1032,,,2/25/2021 11:00:00 PM,,0.010,0.012,16.7,1.5,319,23.5,31,18,14.1,27.1,0,PM 2.5,,,,2/25/2021 11:04:14 PM,2/25/2021 11:05:00 PM
70614677,USFS1032,,,2/26/2021 12:00:00 AM,,0.019,0.020,16.7,1.7,330,22.6,32,20,14.1,24.8,0,PM 2.5,,,,2/26/2021 12:04:15 AM,2/26/2021 12:05:00 AM
70615258,USFS1032,,,2/26/2021 1:00:00 AM,,0.009,0.010,16.6,1.0,341,21.3,34,21,14.1,23.3,0,PM 2.5,,,,2/26/2021 1:04:15 AM,2/26/2021 1:05:00 AM
70615731,USFS1032,,,2/26/2021 2:00:00 AM,,0.012,0.015,16.7,0.9,345,20.5,35,21,14.1,22.3,0,PM 2.5,,,,2/26/2021 2:04:15 AM,2/26/2021 2:05:00 AM
70616130,USFS1032,,,2/26/2021 3:00:00 AM,,0.012,0.006,16.7,0.8,344,19.6,34,21,14.1,21.5,0,PM 2.5,,,,2/26/2021 3:04:16 AM,2/26/2021 3:05:00 AM
70616716,USFS1032,,,2/26/2021 4:00:00 AM,,0.011,0.015,16.7,0.6,305,18.8,33,20,14.1,20.8,0,PM 2.5,,,,2/26/2021 4:04:16 AM,2/26/2021 4:07:00 AM
70617102,USFS1032,,,2/26/2021 5:00:00 AM,,0.005,0.008,16.7,0.6,334,18.4,31,19,14.1,20.3,0,PM 2.5,,,,2/26/2021 5:04:16 AM,2/26/2021 5:05:00 AM
70617475,USFS1032,,,2/26/2021 6:00:00 AM,,0.008,0.002,16.7,0.5,86,17.8,31,19,14.0,20.0,0,PM 2.5,,,,2/26/2021 6:04:17 AM,2/26/2021 6:05:00 AM
70617510,USFS1032,33.77916,-84.39584,2/26/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.42,2/26/2021 6:09:24 AM,2/26/2021 6:10:00 AM
70617924,USFS1032,,,2/26/2021 7:00:00 AM,,0.013,0.019,16.7,0.4,27,17.4,34,20,14.0,20.0,0,PM 2.5,,,,2/26/2021 7:04:18 AM,2/26/2021 7:05:00 AM
70618338,USFS1032,,,2/26/2021 8:00:00 AM,,0.008,0.003,16.7,0.6,82,17.4,34,19,14.0,20.3,0,PM 2.5,,,,2/26/2021 8:04:19 AM,2/26/2021 8:05:00 AM
70618707,USFS1032,,,2/26/2021 9:00:00 AM,,0.004,0.009,16.7,0.8,122,17.4,32,18,13.9,20.5,0,PM 2.5,,,,2/26/2021 9:04:20 AM,2/26/2021 9:05:00 AM
70619112,USFS1032,,,2/26/2021 10:00:00 AM,,0.011,0.005,16.7,1.3,94,17.2,35,19,13.9,20.6,0,PM 2.5,,,,2/26/2021 10:04:21 AM,2/26/2021 10:07:00 AM
70619700,USFS1032,,,2/26/2021 11:00:00 AM,,0.030,0.014,16.7,1.9,333,13.3,66,34,13.9,17.3,0,PM 2.5,,,,2/26/2021 11:04:22 AM,2/26/2021 11:05:00 AM
70620223,USFS1032,,,2/26/2021 12:00:00 PM,,-0.005,0.017,16.7,1.4,94,12.0,85,45,13.7,17.9,0,PM 2.5,,,,2/26/2021 12:04:23 PM,2/26/2021 12:05:00 PM
70620995,USFS1032,,,2/26/2021 1:00:00 PM,,0.012,0.008,16.7,1.9,128,12.4,87,45,13.7,18.9,0,PM 2.5,,,,2/26/2021 1:04:24 PM,2/26/2021 1:05:00 PM
70622035,USFS1032,,,2/26/2021 2:00:00 PM,,0.012,0.008,16.7,1.4,121,12.8,87,45,13.8,18.9,0,PM 2.5,,,,2/26/2021 2:04:25 PM,2/26/2021 2:07:00 PM
70622598,USFS1032,,,2/26/2021 3:00:00 PM,,0.009,0.017,16.7,1.9,119,12.9,89,45,13.7,19.9,0,PM 2.5,,,,2/26/2021 3:04:26 PM,2/26/2021 3:05:00 PM
70623142,USFS1032,,,2/26/2021 4:00:00 PM,,0.019,0.015,16.7,2.3,131,13.0,86,45,13.8,18.6,0,PM 2.5,,,,2/26/2021 4:04:27 PM,2/26/2021 4:07:00 PM
70623583,USFS1032,,,2/26/2021 5:00:00 PM,,0.003,0.004,16.7,1.8,105,12.0,87,45,13.7,18.4,0,PM 2.5,,,,2/26/2021 5:04:28 PM,2/26/2021 5:05:00 PM
70624125,USFS1032,,,2/26/2021 6:00:00 PM,,0.021,0.013,16.7,1.9,110,12.1,87,45,13.7,18.0,0,PM 2.5,,,,2/26/2021 6:04:13 PM,2/26/2021 6:07:00 PM
70624139,USFS1032,33.77916,-84.39584,2/26/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.40,2/26/2021 6:09:21 PM,2/26/2021 6:10:00 PM
70624726,USFS1032,,,2/26/2021 7:00:00 PM,,0.028,0.044,16.7,1.8,119,12.7,85,45,13.9,17.1,0,PM 2.5,,,,2/26/2021 7:04:14 PM,2/26/2021 7:05:00 PM
70625461,USFS1032,,,2/26/2021 8:00:00 PM,,-0.005,-0.005,16.7,2.0,133,13.6,83,45,13.9,17.2,0,PM 2.5,,,,2/26/2021 8:04:15 PM,2/26/2021 8:05:00 PM
70625906,USFS1032,,,2/26/2021 9:00:00 PM,,0.017,0.033,16.7,2.0,135,13.2,86,45,13.8,18.1,0,PM 2.5,,,,2/26/2021 9:04:16 PM,2/26/2021 9:05:00 PM
70626351,USFS1032,,,2/26/2021 10:00:00 PM,,0.024,0.026,16.7,1.5,118,13.4,84,45,14.0,17.1,0,PM 2.5,,,,2/26/2021 10:04:17 PM,2/26/2021 10:05:00 PM
70627270,USFS1032,,,2/26/2021 11:00:00 PM,,0.008,-0.005,16.7,1.6,119,13.2,84,45,13.9,17.2,0,PM 2.5,,,,2/26/2021 11:04:18 PM,2/26/2021 11:05:00 PM
70627933,USFS1032,,,2/27/2021 12:00:00 AM,,0.013,0.023,16.7,1.5,123,12.8,85,45,13.9,17.2,0,PM 2.5,,,,2/27/2021 12:04:19 AM,2/27/2021 12:05:00 AM
70628337,USFS1032,,,2/27/2021 1:00:00 AM,,0.017,0.018,16.6,1.6,121,12.5,86,45,13.8,18.0,0,PM 2.5,,,,2/27/2021 1:04:20 AM,2/27/2021 1:05:00 AM
70628817,USFS1032,,,2/27/2021 2:00:00 AM,,0.023,0.018,16.7,1.4,119,12.3,87,45,13.8,17.8,0,PM 2.5,,,,2/27/2021 2:04:21 AM,2/27/2021 2:09:00 AM
70629418,USFS1032,,,2/27/2021 3:00:00 AM,,0.015,0.028,16.7,1.6,124,12.1,88,45,13.8,18.1,0,PM 2.5,,,,2/27/2021 3:04:22 AM,2/27/2021 3:07:00 AM
70629938,USFS1032,,,2/27/2021 4:00:00 AM,,0.029,0.020,16.7,1.4,111,11.8,89,45,13.8,18.0,0,PM 2.5,,,,2/27/2021 4:04:23 AM,2/27/2021 4:05:00 AM
70630316,USFS1032,,,2/27/2021 5:00:00 AM,,0.012,0.002,16.7,1.6,124,12.1,88,45,13.8,17.6,0,PM 2.5,,,,2/27/2021 5:04:24 AM,2/27/2021 5:05:00 AM
70630715,USFS1032,,,2/27/2021 6:00:00 AM,,0.013,0.022,16.7,2.2,132,12.0,87,45,13.8,17.7,0,PM 2.5,,,,2/27/2021 6:04:25 AM,2/27/2021 6:05:00 AM
70630761,USFS1032,33.77917,-84.39584,2/27/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.40,2/27/2021 6:09:21 AM,2/27/2021 6:10:00 AM
70631213,USFS1032,,,2/27/2021 7:00:00 AM,,0.011,0.022,16.7,1.8,134,11.9,87,45,13.8,17.6,0,PM 2.5,,,,2/27/2021 7:04:26 AM,2/27/2021 7:05:00 AM
70631644,USFS1032,,,2/27/2021 8:00:00 AM,,0.015,0.001,16.7,1.4,126,12.0,87,45,13.8,17.3,0,PM 2.5,,,,2/27/2021 8:04:27 AM,2/27/2021 8:05:00 AM
70631993,USFS1032,,,2/27/2021 9:00:00 AM,,0.026,0.024,16.7,1.8,134,11.4,89,45,13.8,17.5,0,PM 2.5,,,,2/27/2021 9:04:28 AM,2/27/2021 9:05:00 AM
70632352,USFS1032,,,2/27/2021 10:00:00 AM,,0.025,0.028,16.7,1.3,137,11.2,89,45,13.8,16.8,0,PM 2.5,,,,2/27/2021 10:04:29 AM,2/27/2021 10:05:00 AM
70632862,USFS1032,,,2/27/2021 11:00:00 AM,,0.012,0.011,16.7,1.3,131,10.8,89,45,13.8,16.3,0,PM 2.5,,,,2/27/2021 11:04:30 AM,2/27/2021 11:05:00 AM
70633306,USFS1032,,,2/27/2021 12:00:00 PM,,-0.005,-0.005,16.7,1.9,134,10.4,89,45,13.7,16.7,0,PM 2.5,,,,2/27/2021 12:04:31 PM,2/27/2021 12:05:00 PM
70633824,USFS1032,,,2/27/2021 1:00:00 PM,,0.011,0.012,16.7,1.5,136,10.3,91,45,13.7,16.6,0,PM 2.5,,,,2/27/2021 1:04:32 PM,2/27/2021 1:05:00 PM
70634236,USFS1032,,,2/27/2021 2:00:00 PM,,0.026,0.017,16.7,1.7,128,10.5,92,45,13.7,17.0,0,PM 2.5,,,,2/27/2021 2:04:33 PM,2/27/2021 2:05:00 PM
70634699,USFS1032,,,2/27/2021 3:00:00 PM,,0.052,0.073,16.7,1.5,135,11.3,90,45,13.9,16.4,0,PM 2.5,,,,2/27/2021 3:04:34 PM,2/27/2021 3:07:00 PM
70635099,USFS1032,,,2/27/2021 4:00:00 PM,,0.034,0.024,16.7,1.8,154,13.0,84,44,14.0,16.8,0,PM 2.5,,,,2/27/2021 4:04:35 PM,2/27/2021 4:05:00 PM
70635477,USFS1032,,,2/27/2021 5:00:00 PM,,0.004,0.007,16.7,1.2,142,14.7,81,42,14.0,18.6,0,PM 2.5,,,,2/27/2021 5:04:36 PM,2/27/2021 5:05:00 PM
70635847,USFS1032,,,2/27/2021 6:00:00 PM,,-0.001,-0.003,16.7,1.3,153,15.9,79,39,14.0,20.3,0,PM 2.5,,,,2/27/2021 6:04:13 PM,2/27/2021 6:05:00 PM
70635905,USFS1032,33.77915,-84.39581,2/27/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.39,2/27/2021 6:09:21 PM,2/27/2021 6:14:00 PM
70636351,USFS1032,,,2/27/2021 7:00:00 PM,,0.006,0.010,16.7,1.3,155,17.7,74,37,14.0,22.2,0,PM 2.5,,,,2/27/2021 7:04:14 PM,2/27/2021 7:05:00 PM
70636805,USFS1032,,,2/27/2021 8:00:00 PM,,0.007,-0.000,16.7,0.9,158,20.3,68,33,14.0,25.2,0,PM 2.5,,,,2/27/2021 8:04:15 PM,2/27/2021 8:05:00 PM
70637187,USFS1032,,,2/27/2021 9:00:00 PM,,0.003,0.007,16.7,1.3,165,20.3,71,33,14.0,25.8,0,PM 2.5,,,,2/27/2021 9:04:16 PM,2/27/2021 9:07:00 PM
70637560,USFS1032,,,2/27/2021 10:00:00 PM,,0.005,0.003,16.7,0.8,149,21.6,67,31,14.0,26.9,0,PM 2.5,,,,2/27/2021 10:04:17 PM,2/27/2021 10:05:00 PM
70637958,USFS1032,,,2/27/2021 11:00:00 PM,,0.022,0.025,16.7,0.9,127,21.2,70,34,14.0,25.7,0,PM 2.5,,,,2/27/2021 11:04:18 PM,2/27/2021 11:05:00 PM
70638406,USFS1032,,,2/28/2021 12:00:00 AM,,0.037,0.039,16.7,1.1,128,20.4,73,39,14.0,23.4,0,PM 2.5,,,,2/28/2021 12:04:19 AM,2/28/2021 12:07:00 AM
70638762,USFS1032,,,2/28/2021 1:00:00 AM,,0.038,0.032,16.6,1.3,141,20.0,73,42,14.1,22.3,0,PM 2.5,,,,2/28/2021 1:04:20 AM,2/28/2021 1:05:00 AM
70639268,USFS1032,,,2/28/2021 2:00:00 AM,,0.033,0.037,16.7,1.7,135,19.6,74,44,14.1,21.5,0,PM 2.5,,,,2/28/2021 2:04:21 AM,2/28/2021 2:05:00 AM
70639824,USFS1032,,,2/28/2021 3:00:00 AM,,0.026,0.019,16.7,1.5,127,19.1,76,45,14.1,21.1,0,PM 2.5,,,,2/28/2021 3:04:22 AM,2/28/2021 3:08:00 AM
70640201,USFS1032,,,2/28/2021 4:00:00 AM,,0.026,0.028,16.7,1.1,112,18.4,80,45,14.0,21.4,0,PM 2.5,,,,2/28/2021 4:04:23 AM,2/28/2021 4:05:00 AM
70640588,USFS1032,,,2/28/2021 5:00:00 AM,,0.031,0.038,16.7,1.3,119,17.7,82,45,14.0,21.4,0,PM 2.5,,,,2/28/2021 5:04:24 AM,2/28/2021 5:05:00 AM
70640953,USFS1032,,,2/28/2021 6:00:00 AM,,0.002,-0.005,16.7,1.8,122,17.3,83,45,13.9,21.5,0,PM 2.5,,,,2/28/2021 6:04:25 AM,2/28/2021 6:05:00 AM
70640983,USFS1032,33.77918,-84.39586,2/28/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.39,2/28/2021 6:09:25 AM,2/28/2021 6:10:00 AM
70641361,USFS1032,,,2/28/2021 7:00:00 AM,,0.023,0.026,16.7,1.9,136,17.2,83,45,13.8,21.8,0,PM 2.5,,,,2/28/2021 7:04:26 AM,2/28/2021 7:05:00 AM
70641761,USFS1032,,,2/28/2021 8:00:00 AM,,0.008,0.006,16.7,1.5,123,17.3,84,45,13.8,21.9,0,PM 2.5,,,,2/28/2021 8:04:27 AM,2/28/2021 8:05:00 AM
70642149,USFS1032,,,2/28/2021 9:00:00 AM,,0.016,0.016,16.7,1.7,128,16.9,85,45,13.8,22.1,0,PM 2.5,,,,2/28/2021 9:04:28 AM,2/28/2021 9:07:00 AM
70642579,USFS1032,,,2/28/2021 10:00:00 AM,,0.009,0.016,16.7,1.8,130,16.5,87,45,13.8,22.2,0,PM 2.5,,,,2/28/2021 10:04:29 AM,2/28/2021 10:05:00 AM
70642967,USFS1032,,,2/28/2021 11:00:00 AM,,0.012,0.015,16.7,1.6,131,16.5,88,45,13.7,22.4,0,PM 2.5,,,,2/28/2021 11:04:30 AM,2/28/2021 11:05:00 AM
70643409,USFS1032,,,2/28/2021 12:00:00 PM,,0.016,0.007,16.7,1.5,128,16.6,89,45,13.8,22.3,0,PM 2.5,,,,2/28/2021 12:04:31 PM,2/28/2021 12:05:00 PM
70643941,USFS1032,,,2/28/2021 1:00:00 PM,,0.032,0.027,16.7,1.3,143,16.1,92,45,13.7,22.8,0,PM 2.5,,,,2/28/2021 1:04:32 PM,2/28/2021 1:05:00 PM
70644336,USFS1032,,,2/28/2021 2:00:00 PM,,0.033,0.039,16.7,1.4,161,17.7,89,45,13.8,23.3,0,PM 2.5,,,,2/28/2021 2:04:33 PM,2/28/2021 2:05:00 PM
70644757,USFS1032,,,2/28/2021 3:00:00 PM,,-0.003,-0.003,16.7,1.4,174,19.8,82,43,14.0,23.5,0,PM 2.5,,,,2/28/2021 3:04:34 PM,2/28/2021 3:05:00 PM
70645187,USFS1032,,,2/28/2021 4:00:00 PM,,0.011,0.018,16.7,1.2,164,21.1,78,39,14.0,25.4,0,PM 2.5,,,,2/28/2021 4:04:35 PM,2/28/2021 4:05:00 PM
70645536,USFS1032,,,2/28/2021 5:00:00 PM,,-0.005,-0.005,16.7,1.6,168,24.2,67,34,14.0,28.3,0,PM 2.5,,,,2/28/2021 5:04:36 PM,2/28/2021 5:05:00 PM
70645938,USFS1032,,,2/28/2021 6:00:00 PM,,-0.005,-0.005,16.7,2.0,173,26.6,56,28,14.0,31.3,0,PM 2.5,,,,2/28/2021 6:04:13 PM,2/28/2021 6:05:00 PM
