MasterTable_ID,Alias,Latitude,Longitude,Date/Time/GMT,Start Date/Time (GMT),COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Type,Serial Number,Version,Sys. Volts,TimeStamp,PDate
70699979,USFS1033,,,3/4/2021 5:00:00 PM,,0.001,0.002,16.7,0.3,359,18.3,31,14,14.4,27.0,0,PM 2.5,,,,3/4/2021 5:17:27 PM,3/4/2021 5:20:00 PM
70700551,USFS1033,,,3/4/2021 6:00:00 PM,,0.004,0.007,16.7,0.3,359,19.9,29,13,14.4,28.5,0,PM 2.5,,,,3/4/2021 6:04:12 PM,3/4/2021 6:05:00 PM
70700597,USFS1033,33.77913,-84.3959,3/4/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.28,3/4/2021 6:09:23 PM,3/4/2021 6:10:00 PM
70701185,USFS1033,,,3/4/2021 7:00:00 PM,,0.002,-0.002,16.7,0.3,359,20.6,27,12,14.4,29.2,0,PM 2.5,,,,3/4/2021 7:04:12 PM,3/4/2021 7:05:00 PM
70701834,USFS1033,,,3/4/2021 8:00:00 PM,,-0.000,0.003,16.7,0.3,359,21.1,26,12,14.4,29.6,0,PM 2.5,,,,3/4/2021 8:04:13 PM,3/4/2021 8:07:00 PM
70702433,USFS1033,,,3/4/2021 9:00:00 PM,,0.007,0.002,16.7,0.3,359,21.2,24,11,14.4,29.3,0,PM 2.5,,,,3/4/2021 9:04:14 PM,3/4/2021 9:05:00 PM
70702924,USFS1033,,,3/4/2021 10:00:00 PM,,0.003,0.005,16.7,0.3,359,20.9,21,10,14.4,28.3,0,PM 2.5,,,,3/4/2021 10:04:15 PM,3/4/2021 10:05:00 PM
70704019,USFS1033,,,3/4/2021 11:00:00 PM,,0.005,0.001,16.7,0.3,359,20.2,23,11,14.4,26.1,0,PM 2.5,,,,3/4/2021 11:04:16 PM,3/4/2021 11:07:00 PM
70704939,USFS1033,,,3/5/2021 12:00:00 AM,,0.006,0.008,16.7,0.3,359,19.1,26,13,14.4,23.8,0,PM 2.5,,,,3/5/2021 12:04:16 AM,3/5/2021 12:05:00 AM
70705505,USFS1033,,,3/5/2021 1:00:00 AM,,0.005,0.009,16.6,0.3,359,18.2,29,16,14.4,22.2,0,PM 2.5,,,,3/5/2021 1:04:17 AM,3/5/2021 1:05:00 AM
70706010,USFS1033,,,3/5/2021 2:00:00 AM,,0.007,-0.002,16.7,0.3,359,17.2,31,18,14.4,20.9,0,PM 2.5,,,,3/5/2021 2:04:17 AM,3/5/2021 2:05:00 AM
70706498,USFS1033,,,3/5/2021 3:00:00 AM,,0.007,0.010,16.7,0.3,360,16.4,33,19,14.4,20.0,0,PM 2.5,,,,3/5/2021 3:04:18 AM,3/5/2021 3:06:00 AM
70706941,USFS1033,,,3/5/2021 4:00:00 AM,,0.008,0.009,16.7,0.3,360,15.5,36,20,14.4,19.2,0,PM 2.5,,,,3/5/2021 4:04:19 AM,3/5/2021 4:05:00 AM
70707373,USFS1033,,,3/5/2021 5:00:00 AM,,0.009,0.013,16.7,0.3,359,14.5,38,22,14.4,18.3,0,PM 2.5,,,,3/5/2021 5:04:19 AM,3/5/2021 5:05:00 AM
70707822,USFS1033,,,3/5/2021 6:00:00 AM,,0.008,0.002,16.7,0.3,359,13.8,39,22,14.4,17.6,0,PM 2.5,,,,3/5/2021 6:04:19 AM,3/5/2021 6:05:00 AM
70707851,USFS1033,33.77912,-84.39586,3/5/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.28,3/5/2021 6:09:23 AM,3/5/2021 6:10:00 AM
70708298,USFS1033,,,3/5/2021 7:00:00 AM,,0.005,0.002,16.7,0.3,359,13.0,41,22,14.4,16.9,0,PM 2.5,,,,3/5/2021 7:04:20 AM,3/5/2021 7:07:00 AM
70708730,USFS1033,,,3/5/2021 8:00:00 AM,,0.006,0.009,16.7,0.3,359,12.3,41,22,14.4,16.2,0,PM 2.5,,,,3/5/2021 8:04:20 AM,3/5/2021 8:05:00 AM
70709160,USFS1033,,,3/5/2021 9:00:00 AM,,0.005,0.006,16.7,0.3,359,11.3,45,24,14.4,15.5,0,PM 2.5,,,,3/5/2021 9:04:20 AM,3/5/2021 9:05:00 AM
70709908,USFS1033,,,3/5/2021 10:00:00 AM,,0.004,0.005,16.7,0.3,360,10.2,52,25,14.4,14.7,0,PM 2.5,,,,3/5/2021 10:04:21 AM,3/5/2021 10:05:00 AM
70710551,USFS1033,,,3/5/2021 11:00:00 AM,,0.007,0.005,16.7,0.3,360,9.5,55,26,14.4,13.9,0,PM 2.5,,,,3/5/2021 11:04:22 AM,3/5/2021 11:05:00 AM
70711052,USFS1033,,,3/5/2021 12:00:00 PM,,0.007,0.008,16.7,0.3,359,9.3,53,27,14.4,13.5,0,PM 2.5,,,,3/5/2021 12:04:23 PM,3/5/2021 12:05:00 PM
70711700,USFS1033,,,3/5/2021 1:00:00 PM,,0.004,0.003,16.7,0.3,359,8.8,57,28,14.4,13.3,0,PM 2.5,,,,3/5/2021 1:04:24 PM,3/5/2021 1:05:00 PM
70712780,USFS1033,,,3/5/2021 2:00:00 PM,,0.003,0.005,16.7,0.3,360,10.8,51,22,14.4,17.4,0,PM 2.5,,,,3/5/2021 2:04:25 PM,3/5/2021 2:05:00 PM
70713440,USFS1033,,,3/5/2021 3:00:00 PM,,-0.003,-0.002,16.7,0.3,359,13.1,38,16,14.4,21.0,0,PM 2.5,,,,3/5/2021 3:04:25 PM,3/5/2021 3:05:00 PM
70714037,USFS1033,,,3/5/2021 4:00:00 PM,,0.001,-0.002,16.7,0.3,359,15.3,28,12,14.4,24.4,0,PM 2.5,,,,3/5/2021 4:04:26 PM,3/5/2021 4:07:00 PM
70714555,USFS1033,,,3/5/2021 5:00:00 PM,,0.001,0.005,16.7,0.3,359,17.1,23,9,14.4,26.3,0,PM 2.5,,,,3/5/2021 5:04:26 PM,3/5/2021 5:09:00 PM
70715095,USFS1033,,,3/5/2021 6:00:00 PM,,-0.000,0.002,16.7,0.3,359,18.3,18,8,14.4,27.6,0,PM 2.5,,,,3/5/2021 6:04:13 PM,3/5/2021 6:05:00 PM
70715165,USFS1033,33.77913,-84.39581,3/5/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.27,3/5/2021 6:09:22 PM,3/5/2021 6:12:00 PM
70715837,USFS1033,,,3/5/2021 7:00:00 PM,,-0.000,-0.003,16.7,0.3,359,19.7,17,7,14.4,29.0,0,PM 2.5,,,,3/5/2021 7:04:15 PM,3/5/2021 7:07:00 PM
70716537,USFS1033,,,3/5/2021 8:00:00 PM,,-0.002,0.001,16.7,0.3,359,21.0,16,6,14.4,30.7,0,PM 2.5,,,,3/5/2021 8:04:15 PM,3/5/2021 8:05:00 PM
70717070,USFS1033,,,3/5/2021 9:00:00 PM,,0.005,0.001,16.7,0.3,359,20.7,16,6,14.4,31.2,0,PM 2.5,,,,3/5/2021 9:04:15 PM,3/5/2021 9:07:00 PM
70717647,USFS1033,,,3/5/2021 10:00:00 PM,,0.005,0.012,16.7,0.3,359,19.7,19,8,14.4,29.0,0,PM 2.5,,,,3/5/2021 10:04:16 PM,3/5/2021 10:07:00 PM
70718820,USFS1033,,,3/5/2021 11:00:00 PM,,0.007,0.001,16.7,0.3,359,17.4,24,11,14.4,24.9,0,PM 2.5,,,,3/5/2021 11:04:16 PM,3/5/2021 11:10:00 PM
70719675,USFS1033,,,3/6/2021 12:00:00 AM,,0.010,0.012,16.6,0.3,359,14.9,27,12,14.4,21.3,0,PM 2.5,,,,3/6/2021 12:04:16 AM,3/6/2021 12:05:00 AM
70720261,USFS1033,,,3/6/2021 1:00:00 AM,,0.008,0.007,16.6,0.3,359,13.0,28,15,14.4,18.0,0,PM 2.5,,,,3/6/2021 1:04:17 AM,3/6/2021 1:05:00 AM
70720983,USFS1033,,,3/6/2021 2:00:00 AM,,0.018,0.022,16.7,0.3,359,12.2,29,16,14.4,16.7,0,PM 2.5,,,,3/6/2021 2:04:18 AM,3/6/2021 2:05:00 AM
70721767,USFS1033,,,3/6/2021 3:00:00 AM,,0.023,0.023,16.7,0.3,359,11.9,30,16,14.4,16.6,0,PM 2.5,,,,3/6/2021 3:04:19 AM,3/6/2021 3:07:00 AM
70722304,USFS1033,,,3/6/2021 4:00:00 AM,,0.016,0.015,16.7,0.3,359,11.6,33,15,14.4,16.8,0,PM 2.5,,,,3/6/2021 4:04:20 AM,3/6/2021 4:05:00 AM
70722815,USFS1033,,,3/6/2021 5:00:00 AM,,0.014,0.016,16.7,0.3,359,11.3,31,14,14.4,17.0,0,PM 2.5,,,,3/6/2021 5:04:20 AM,3/6/2021 5:07:00 AM
70723376,USFS1033,,,3/6/2021 6:00:00 AM,,0.003,0.003,16.6,0.3,359,10.8,32,16,14.4,16.4,0,PM 2.5,,,,3/6/2021 6:04:20 AM,3/6/2021 6:05:00 AM
70723412,USFS1033,33.77909,-84.39577,3/6/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.28,3/6/2021 6:09:25 AM,3/6/2021 6:10:00 AM
70724009,USFS1033,,,3/6/2021 7:00:00 AM,,0.011,0.019,16.7,0.3,359,10.4,33,18,14.4,15.2,0,PM 2.5,,,,3/6/2021 7:04:21 AM,3/6/2021 7:09:00 AM
70724491,USFS1033,,,3/6/2021 8:00:00 AM,,0.017,0.007,16.7,0.3,359,10.2,35,18,14.4,15.0,0,PM 2.5,,,,3/6/2021 8:04:21 AM,3/6/2021 8:05:00 AM
70724998,USFS1033,,,3/6/2021 9:00:00 AM,,0.015,0.015,16.7,0.3,359,9.9,37,18,14.4,15.0,0,PM 2.5,,,,3/6/2021 9:04:21 AM,3/6/2021 9:05:00 AM
70725494,USFS1033,,,3/6/2021 10:00:00 AM,,0.010,0.008,16.7,0.3,359,9.8,36,18,14.4,15.1,0,PM 2.5,,,,3/6/2021 10:04:22 AM,3/6/2021 10:09:00 AM
70726038,USFS1033,,,3/6/2021 11:00:00 AM,,0.004,0.009,16.7,0.3,358,10.0,38,17,14.4,15.5,0,PM 2.5,,,,3/6/2021 11:04:23 AM,3/6/2021 11:05:00 AM
70726671,USFS1033,,,3/6/2021 12:00:00 PM,,0.005,-0.000,16.7,0.3,359,10.1,45,17,14.4,15.8,0,PM 2.5,,,,3/6/2021 12:04:24 PM,3/6/2021 12:05:00 PM
70727118,USFS1033,,,3/6/2021 1:00:00 PM,,0.002,0.004,16.7,0.3,358,10.1,42,16,14.4,15.9,0,PM 2.5,,,,3/6/2021 1:04:25 PM,3/6/2021 1:05:00 PM
70727601,USFS1033,,,3/6/2021 2:00:00 PM,,0.003,0.001,16.6,0.3,359,10.4,41,17,14.4,16.4,0,PM 2.5,,,,3/6/2021 2:04:25 PM,3/6/2021 2:07:00 PM
70728098,USFS1033,,,3/6/2021 3:00:00 PM,,0.005,0.007,16.7,0.3,358,11.5,34,16,14.4,17.4,0,PM 2.5,,,,3/6/2021 3:04:26 PM,3/6/2021 3:05:00 PM
70728615,USFS1033,,,3/6/2021 4:00:00 PM,,0.004,0.003,16.7,0.3,359,11.2,36,16,14.4,17.0,0,PM 2.5,,,,3/6/2021 4:04:27 PM,3/6/2021 4:05:00 PM
70729087,USFS1033,,,3/6/2021 5:00:00 PM,,0.005,0.003,16.7,0.3,358,10.2,35,17,14.4,15.7,0,PM 2.5,,,,3/6/2021 5:04:28 PM,3/6/2021 5:07:00 PM
70729544,USFS1033,,,3/6/2021 6:00:00 PM,,0.003,0.005,16.7,0.3,359,9.8,43,20,14.4,15.2,0,PM 2.5,,,,3/6/2021 6:04:13 PM,3/6/2021 6:05:00 PM
70729585,USFS1033,33.77913,-84.39584,3/6/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.24,3/6/2021 6:09:24 PM,3/6/2021 6:10:00 PM
70730119,USFS1033,,,3/6/2021 7:00:00 PM,,0.006,0.008,16.7,0.3,359,10.1,46,21,14.4,15.8,0,PM 2.5,,,,3/6/2021 7:04:14 PM,3/6/2021 7:05:00 PM
70730681,USFS1033,,,3/6/2021 8:00:00 PM,,0.004,0.005,16.7,0.3,359,11.1,43,20,14.4,17.3,0,PM 2.5,,,,3/6/2021 8:04:14 PM,3/6/2021 8:07:00 PM
70731155,USFS1033,,,3/6/2021 9:00:00 PM,,0.004,0.004,16.7,0.3,358,12.2,40,19,14.4,19.0,0,PM 2.5,,,,3/6/2021 9:04:15 PM,3/6/2021 9:07:00 PM
70731590,USFS1033,,,3/6/2021 10:00:00 PM,,0.011,0.008,16.7,0.3,359,13.5,36,16,14.4,21.5,0,PM 2.5,,,,3/6/2021 10:04:16 PM,3/6/2021 10:05:00 PM
70732121,USFS1033,,,3/6/2021 11:00:00 PM,,0.011,0.012,16.7,0.3,359,12.4,40,18,14.4,19.6,0,PM 2.5,,,,3/6/2021 11:04:17 PM,3/6/2021 11:07:00 PM
70732616,USFS1033,,,3/7/2021 12:00:00 AM,,0.009,0.009,16.7,0.3,360,12.1,43,20,14.4,17.3,0,PM 2.5,,,,3/7/2021 12:04:18 AM,3/7/2021 12:05:00 AM
70733111,USFS1033,,,3/7/2021 1:00:00 AM,,0.010,0.011,16.6,0.3,360,11.4,46,23,14.4,15.8,0,PM 2.5,,,,3/7/2021 1:04:19 AM,3/7/2021 1:07:00 AM
70733546,USFS1033,,,3/7/2021 2:00:00 AM,,0.007,0.010,16.7,0.3,359,11.3,34,19,14.4,14.9,0,PM 2.5,,,,3/7/2021 2:04:20 AM,3/7/2021 2:05:00 AM
70734087,USFS1033,,,3/7/2021 3:00:00 AM,,0.009,0.009,16.7,0.3,359,10.3,32,18,14.4,14.0,0,PM 2.5,,,,3/7/2021 3:04:21 AM,3/7/2021 3:07:00 AM
70734557,USFS1033,,,3/7/2021 4:00:00 AM,,0.015,0.014,16.7,0.3,359,9.8,33,18,14.4,13.4,0,PM 2.5,,,,3/7/2021 4:04:22 AM,3/7/2021 4:05:00 AM
70735019,USFS1033,,,3/7/2021 5:00:00 AM,,0.009,0.007,16.7,0.3,360,9.1,34,18,14.4,12.8,0,PM 2.5,,,,3/7/2021 5:04:23 AM,3/7/2021 5:05:00 AM
70735470,USFS1033,,,3/7/2021 6:00:00 AM,,0.015,0.017,16.7,0.3,360,7.6,41,21,14.4,11.9,0,PM 2.5,,,,3/7/2021 6:04:24 AM,3/7/2021 6:07:00 AM
70735497,USFS1033,33.7791,-84.39575,3/7/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.23,3/7/2021 6:09:24 AM,3/7/2021 6:10:00 AM
70735968,USFS1033,,,3/7/2021 7:00:00 AM,,0.008,0.008,16.7,0.3,360,6.8,39,21,14.4,11.0,0,PM 2.5,,,,3/7/2021 7:04:25 AM,3/7/2021 7:05:00 AM
70736463,USFS1033,,,3/7/2021 8:00:00 AM,,0.008,0.009,16.7,0.3,359,6.2,37,19,14.4,10.4,0,PM 2.5,,,,3/7/2021 8:04:26 AM,3/7/2021 8:09:00 AM
70736904,USFS1033,,,3/7/2021 9:00:00 AM,,0.008,0.007,16.7,0.3,359,5.4,39,20,14.4,9.8,0,PM 2.5,,,,3/7/2021 9:04:27 AM,3/7/2021 9:05:00 AM
70737350,USFS1033,,,3/7/2021 10:00:00 AM,,0.004,0.001,16.7,0.3,359,4.8,42,20,14.4,9.4,0,PM 2.5,,,,3/7/2021 10:04:28 AM,3/7/2021 10:05:00 AM
70737835,USFS1033,,,3/7/2021 11:00:00 AM,,0.005,0.008,16.7,0.3,359,4.4,41,20,14.4,9.1,0,PM 2.5,,,,3/7/2021 11:04:29 AM,3/7/2021 11:05:00 AM
70738389,USFS1033,,,3/7/2021 12:00:00 PM,,0.003,0.001,16.7,0.3,359,3.8,43,20,14.4,8.9,0,PM 2.5,,,,3/7/2021 12:04:30 PM,3/7/2021 12:05:00 PM
70738855,USFS1033,,,3/7/2021 1:00:00 PM,,0.002,-0.001,16.7,0.3,359,4.1,42,19,14.4,9.7,0,PM 2.5,,,,3/7/2021 1:04:31 PM,3/7/2021 1:05:00 PM
70739304,USFS1033,,,3/7/2021 2:00:00 PM,,-0.000,-0.001,16.7,0.3,359,6.3,36,14,14.4,14.0,0,PM 2.5,,,,3/7/2021 2:04:32 PM,3/7/2021 2:05:00 PM
70739788,USFS1033,,,3/7/2021 3:00:00 PM,,-0.004,-0.000,16.6,0.3,359,9.4,30,12,14.4,18.1,0,PM 2.5,,,,3/7/2021 3:04:33 PM,3/7/2021 3:05:00 PM
70740307,USFS1033,,,3/7/2021 4:00:00 PM,,-0.001,0.002,16.7,0.3,359,11.8,26,11,14.4,20.8,0,PM 2.5,,,,3/7/2021 4:04:34 PM,3/7/2021 4:05:00 PM
70740745,USFS1033,,,3/7/2021 5:00:00 PM,,0.006,0.004,16.7,0.3,359,13.7,26,11,14.4,23.1,0,PM 2.5,,,,3/7/2021 5:04:35 PM,3/7/2021 5:05:00 PM
70741213,USFS1033,,,3/7/2021 6:00:00 PM,,0.004,0.004,16.7,0.3,359,14.7,21,9,14.4,24.1,0,PM 2.5,,,,3/7/2021 6:04:14 PM,3/7/2021 6:07:00 PM
70741238,USFS1033,33.77912,-84.39579,3/7/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.29,3/7/2021 6:09:25 PM,3/7/2021 6:10:00 PM
70741826,USFS1033,,,3/7/2021 7:00:00 PM,,0.004,0.001,16.7,0.3,359,15.7,19,9,14.4,23.8,0,PM 2.5,,,,3/7/2021 7:04:15 PM,3/7/2021 7:09:00 PM
70742306,USFS1033,,,3/7/2021 8:00:00 PM,,0.002,0.009,16.7,0.3,359,16.4,19,9,14.4,24.3,0,PM 2.5,,,,3/7/2021 8:04:16 PM,3/7/2021 8:05:00 PM
70742770,USFS1033,,,3/7/2021 9:00:00 PM,,0.005,0.004,16.7,0.3,359,16.9,21,10,14.4,24.8,0,PM 2.5,,,,3/7/2021 9:04:17 PM,3/7/2021 9:07:00 PM
70743201,USFS1033,,,3/7/2021 10:00:00 PM,,0.013,0.010,16.7,0.3,359,16.6,23,11,14.4,24.4,0,PM 2.5,,,,3/7/2021 10:04:18 PM,3/7/2021 10:05:00 PM
70743779,USFS1033,,,3/7/2021 11:00:00 PM,,0.010,0.016,16.7,0.3,359,15.5,26,13,14.4,21.4,0,PM 2.5,,,,3/7/2021 11:04:19 PM,3/7/2021 11:05:00 PM
70744279,USFS1033,,,3/8/2021 12:00:00 AM,,0.008,0.005,16.7,0.3,359,14.6,27,14,14.4,19.0,0,PM 2.5,,,,3/8/2021 12:04:20 AM,3/8/2021 12:05:00 AM
70744749,USFS1033,,,3/8/2021 1:00:00 AM,,0.003,0.001,16.6,0.3,359,13.8,29,17,14.4,17.6,0,PM 2.5,,,,3/8/2021 1:04:21 AM,3/8/2021 1:05:00 AM
70745194,USFS1033,,,3/8/2021 2:00:00 AM,,0.010,0.011,16.7,0.3,359,13.0,31,18,14.4,16.6,0,PM 2.5,,,,3/8/2021 2:04:22 AM,3/8/2021 2:05:00 AM
70745698,USFS1033,,,3/8/2021 3:00:00 AM,,0.008,0.005,16.7,0.3,359,12.4,33,19,14.4,15.8,0,PM 2.5,,,,3/8/2021 3:04:23 AM,3/8/2021 3:06:00 AM
70746200,USFS1033,,,3/8/2021 4:00:00 AM,,0.013,0.014,16.7,0.3,359,11.8,35,19,14.4,15.4,0,PM 2.5,,,,3/8/2021 4:04:24 AM,3/8/2021 4:05:00 AM
70746669,USFS1033,,,3/8/2021 5:00:00 AM,,0.007,0.006,16.7,0.3,360,11.0,37,19,14.4,14.8,0,PM 2.5,,,,3/8/2021 5:04:25 AM,3/8/2021 5:05:00 AM
70747096,USFS1033,,,3/8/2021 6:00:00 AM,,0.010,0.013,16.7,0.3,359,10.0,37,20,14.4,14.1,0,PM 2.5,,,,3/8/2021 6:04:26 AM,3/8/2021 6:05:00 AM
70747154,USFS1033,33.77909,-84.39571,3/8/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.27,3/8/2021 6:09:25 AM,3/8/2021 6:10:00 AM
70747611,USFS1033,,,3/8/2021 7:00:00 AM,,0.005,0.005,16.7,0.3,359,9.6,38,20,14.4,13.6,0,PM 2.5,,,,3/8/2021 7:04:27 AM,3/8/2021 7:05:00 AM
70748096,USFS1033,,,3/8/2021 8:00:00 AM,,0.011,0.013,16.7,0.3,360,9.1,40,20,14.4,13.3,0,PM 2.5,,,,3/8/2021 8:04:28 AM,3/8/2021 8:05:00 AM
70748558,USFS1033,,,3/8/2021 9:00:00 AM,,0.009,0.008,16.7,0.3,360,8.3,43,20,14.4,12.9,0,PM 2.5,,,,3/8/2021 9:04:29 AM,3/8/2021 9:05:00 AM
70749036,USFS1033,,,3/8/2021 10:00:00 AM,,0.008,0.008,16.7,0.3,360,7.8,43,20,14.4,12.6,0,PM 2.5,,,,3/8/2021 10:04:30 AM,3/8/2021 10:07:00 AM
70749610,USFS1033,,,3/8/2021 11:00:00 AM,,0.005,0.010,16.6,0.3,360,7.1,47,20,14.4,12.5,0,PM 2.5,,,,3/8/2021 11:04:31 AM,3/8/2021 11:07:00 AM
70750111,USFS1033,,,3/8/2021 12:00:00 PM,,0.016,0.014,16.7,0.3,360,5.9,55,25,14.4,10.8,0,PM 2.5,,,,3/8/2021 12:04:32 PM,3/8/2021 12:05:00 PM
70750742,USFS1033,,,3/8/2021 1:00:00 PM,,0.011,0.010,16.7,0.3,360,6.3,54,26,14.4,10.8,0,PM 2.5,,,,3/8/2021 1:04:33 PM,3/8/2021 1:05:00 PM
70752136,USFS1033,,,3/8/2021 2:00:00 PM,,0.013,0.015,16.7,0.3,360,8.7,47,20,14.4,15.4,0,PM 2.5,,,,3/8/2021 2:04:34 PM,3/8/2021 2:05:00 PM
70752819,USFS1033,,,3/8/2021 3:00:00 PM,,0.009,0.007,16.7,0.3,360,12.9,37,14,14.4,20.8,0,PM 2.5,,,,3/8/2021 3:04:35 PM,3/8/2021 3:05:00 PM
70753371,USFS1033,,,3/8/2021 4:00:00 PM,,0.008,0.004,16.7,0.3,359,16.6,26,10,14.4,25.7,0,PM 2.5,,,,3/8/2021 4:04:36 PM,3/8/2021 4:07:00 PM
70753848,USFS1033,,,3/8/2021 5:00:00 PM,,0.005,0.008,16.7,0.3,358,19.0,18,7,14.4,29.1,0,PM 2.5,,,,3/8/2021 5:04:37 PM,3/8/2021 5:05:00 PM
70754357,USFS1033,,,3/8/2021 6:00:00 PM,,0.003,0.007,16.7,0.3,359,19.9,17,6,14.4,30.3,0,PM 2.5,,,,3/8/2021 6:04:13 PM,3/8/2021 6:05:00 PM
70754435,USFS1033,33.7791,-84.39579,3/8/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.28,3/8/2021 6:09:24 PM,3/8/2021 6:12:00 PM
