MasterTable_ID,Alias,Latitude,Longitude,Date/Time/GMT,Start Date/Time (GMT),COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Type,Serial Number,Version,Sys. Volts,TimeStamp,PDate
71203711,USFS1031,47.55977,-122.3979,4/6/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.41,4/6/2021 6:09:25 PM,4/6/2021 6:10:00 PM
71204475,USFS1031,,,4/6/2021 7:00:00 PM,,0.004,0.007,16.7,0.3,1,11.3,0,22,14.3,18.1,0,PM 2.5,,,,4/6/2021 7:04:15 PM,4/6/2021 7:05:00 PM
71205145,USFS1031,,,4/6/2021 8:00:00 PM,,0.004,-0.000,16.7,0.3,1,11.7,0,21,14.3,19.0,0,PM 2.5,,,,4/6/2021 8:04:16 PM,4/6/2021 8:07:00 PM
71205748,USFS1031,,,4/6/2021 9:00:00 PM,,-0.001,0.001,16.7,0.3,1,13.4,0,18,14.3,20.7,0,PM 2.5,,,,4/6/2021 9:04:17 PM,4/6/2021 9:05:00 PM
71206708,USFS1031,,,4/6/2021 10:00:00 PM,,-0.001,-0.001,16.7,0.3,1,14.7,0,16,14.3,22.4,0,PM 2.5,,,,4/6/2021 10:04:18 PM,4/6/2021 10:05:00 PM
71207687,USFS1031,,,4/6/2021 11:00:00 PM,,0.002,-0.001,16.7,0.3,1,15.7,0,15,14.3,23.3,0,PM 2.5,,,,4/6/2021 11:04:19 PM,4/6/2021 11:05:00 PM
71208464,USFS1031,,,4/7/2021 12:00:00 AM,,0.006,0.010,16.7,0.3,1,16.2,0,16,14.3,23.3,0,PM 2.5,,,,4/7/2021 12:04:20 AM,4/7/2021 12:05:00 AM
71209036,USFS1031,,,4/7/2021 1:00:00 AM,,0.012,0.012,16.6,0.3,1,15.0,0,20,14.4,21.0,0,PM 2.5,,,,4/7/2021 1:04:21 AM,4/7/2021 1:08:00 AM
71209585,USFS1031,,,4/7/2021 2:00:00 AM,,0.007,0.005,16.7,0.3,1,13.2,0,27,14.4,17.2,0,PM 2.5,,,,4/7/2021 2:04:22 AM,4/7/2021 2:05:00 AM
71210327,USFS1031,,,4/7/2021 3:00:00 AM,,0.011,0.013,16.7,0.3,1,11.0,0,32,14.4,14.0,0,PM 2.5,,,,4/7/2021 3:04:23 AM,4/7/2021 3:12:00 AM
71210825,USFS1031,,,4/7/2021 4:00:00 AM,,0.012,0.008,16.7,0.3,1,9.7,0,34,14.4,12.1,0,PM 2.5,,,,4/7/2021 4:04:24 AM,4/7/2021 4:05:00 AM
71211312,USFS1031,,,4/7/2021 5:00:00 AM,,0.010,0.012,16.7,0.3,1,8.6,0,40,14.4,9.9,0,PM 2.5,,,,4/7/2021 5:04:24 AM,4/7/2021 5:07:00 AM
71211784,USFS1031,,,4/7/2021 6:00:00 AM,,0.012,0.010,16.7,0.3,1,7.6,0,42,14.4,8.8,0,PM 2.5,,,,4/7/2021 6:04:24 AM,4/7/2021 6:05:00 AM
71211830,USFS1031,47.55976,-122.3979,4/7/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.65,4/7/2021 6:09:21 AM,4/7/2021 6:10:00 AM
71212340,USFS1031,,,4/7/2021 7:00:00 AM,,0.013,0.011,16.7,0.3,1,6.2,0,42,14.4,8.4,0,PM 2.5,,,,4/7/2021 7:04:25 AM,4/7/2021 7:09:00 AM
71212861,USFS1031,,,4/7/2021 8:00:00 AM,,0.010,0.011,16.7,0.3,1,5.5,0,43,14.4,7.7,0,PM 2.5,,,,4/7/2021 8:04:25 AM,4/7/2021 8:10:00 AM
71213292,USFS1031,,,4/7/2021 9:00:00 AM,,-0.003,-0.005,16.7,0.3,1,5.5,0,44,14.4,7.9,0,PM 2.5,,,,4/7/2021 9:04:25 AM,4/7/2021 9:05:00 AM
71213945,USFS1031,,,4/7/2021 10:00:00 AM,,-0.004,0.007,16.7,0.3,1,6.3,0,44,14.4,7.7,0,PM 2.5,,,,4/7/2021 10:04:25 AM,4/7/2021 10:17:00 AM
71214372,USFS1031,,,4/7/2021 11:00:00 AM,,0.008,0.001,16.7,0.3,1,6.3,0,45,14.4,7.4,0,PM 2.5,,,,4/7/2021 11:04:25 AM,4/7/2021 11:05:00 AM
71215232,USFS1031,,,4/7/2021 12:00:00 PM,,0.002,0.004,16.7,0.3,1,6.4,0,44,14.4,7.5,0,PM 2.5,,,,4/7/2021 12:04:25 PM,4/7/2021 12:07:00 PM
71216161,USFS1031,,,4/7/2021 1:00:00 PM,,-0.001,-0.002,16.7,0.3,1,6.6,0,43,14.4,7.5,0,PM 2.5,,,,4/7/2021 1:04:25 PM,4/7/2021 1:05:00 PM
71216960,USFS1031,,,4/7/2021 2:00:00 PM,,0.005,0.004,16.7,0.3,1,6.5,0,43,14.4,7.5,0,PM 2.5,,,,4/7/2021 2:04:25 PM,4/7/2021 2:12:00 PM
71217505,USFS1031,,,4/7/2021 3:00:00 PM,,-0.001,0.002,16.7,0.3,1,6.6,0,43,14.4,7.4,0,PM 2.5,,,,4/7/2021 3:04:25 PM,4/7/2021 3:07:00 PM
71218058,USFS1031,,,4/7/2021 4:00:00 PM,,0.002,-0.002,16.7,0.3,1,7.0,0,43,14.4,7.6,0,PM 2.5,,,,4/7/2021 4:04:25 PM,4/7/2021 4:05:00 PM
71218703,USFS1031,,,4/7/2021 5:00:00 PM,,-0.002,-0.002,16.7,0.3,1,7.4,0,42,14.4,8.2,0,PM 2.5,,,,4/7/2021 5:04:25 PM,4/7/2021 5:05:00 PM
71219397,USFS1031,,,4/7/2021 6:00:00 PM,,-0.001,0.003,16.7,0.3,1,7.9,0,41,14.4,8.8,0,PM 2.5,,,,4/7/2021 6:04:13 PM,4/7/2021 6:10:00 PM
71219401,USFS1031,47.55977,-122.3979,4/7/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.29,4/7/2021 6:09:23 PM,4/7/2021 6:11:00 PM
71220185,USFS1031,,,4/7/2021 7:00:00 PM,,-0.005,-0.005,16.7,0.3,1,8.4,0,39,14.4,9.7,0,PM 2.5,,,,4/7/2021 7:04:13 PM,4/7/2021 7:07:00 PM
71221015,USFS1031,,,4/7/2021 8:00:00 PM,,0.003,0.004,16.7,0.3,1,8.7,0,38,14.4,10.3,0,PM 2.5,,,,4/7/2021 8:04:13 PM,4/7/2021 8:05:00 PM
71221602,USFS1031,,,4/7/2021 9:00:00 PM,,0.001,0.005,16.7,0.3,1,8.8,0,38,14.4,10.4,0,PM 2.5,,,,4/7/2021 9:04:13 PM,4/7/2021 9:05:00 PM
71222331,USFS1031,,,4/7/2021 10:00:00 PM,,0.004,-0.002,16.7,0.3,1,8.6,0,41,14.4,9.9,0,PM 2.5,,,,4/7/2021 10:04:13 PM,4/7/2021 10:05:00 PM
71223249,USFS1031,,,4/7/2021 11:00:00 PM,,0.001,-0.001,16.7,0.3,1,8.6,0,40,14.4,9.9,0,PM 2.5,,,,4/7/2021 11:04:13 PM,4/7/2021 11:07:00 PM
71223816,USFS1031,,,4/8/2021 12:00:00 AM,,-0.002,0.003,16.7,0.3,1,8.8,0,40,14.4,9.7,0,PM 2.5,,,,4/8/2021 12:04:13 AM,4/8/2021 12:05:00 AM
71224306,USFS1031,,,4/8/2021 1:00:00 AM,,0.001,0.001,16.6,0.3,1,9.0,0,41,14.4,9.9,0,PM 2.5,,,,4/8/2021 1:04:13 AM,4/8/2021 1:05:00 AM
71224853,USFS1031,,,4/8/2021 2:00:00 AM,,0.004,-0.002,16.7,0.3,1,8.5,0,43,14.4,9.4,0,PM 2.5,,,,4/8/2021 2:04:13 AM,4/8/2021 2:05:00 AM
71225331,USFS1031,,,4/8/2021 3:00:00 AM,,-0.005,0.006,16.7,0.3,1,7.9,0,45,14.4,9.2,0,PM 2.5,,,,4/8/2021 3:04:13 AM,4/8/2021 3:05:00 AM
71225894,USFS1031,,,4/8/2021 4:00:00 AM,,0.006,0.005,16.7,0.3,1,7.8,0,45,14.4,9.0,0,PM 2.5,,,,4/8/2021 4:04:13 AM,4/8/2021 4:10:00 AM
71226294,USFS1031,,,4/8/2021 5:00:00 AM,,0.007,-0.005,16.7,0.3,1,7.7,0,45,14.3,9.2,0,PM 2.5,,,,4/8/2021 5:04:13 AM,4/8/2021 5:05:00 AM
71226768,USFS1031,,,4/8/2021 6:00:00 AM,,0.003,0.015,16.7,0.3,1,7.5,0,44,14.4,8.6,0,PM 2.5,,,,4/8/2021 6:04:13 AM,4/8/2021 6:05:00 AM
71226817,USFS1031,47.55975,-122.3979,4/8/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.45,4/8/2021 6:09:26 AM,4/8/2021 6:10:00 AM
71227341,USFS1031,,,4/8/2021 7:00:00 AM,,-0.005,-0.003,16.7,0.3,1,6.8,0,45,14.3,9.6,0,PM 2.5,,,,4/8/2021 7:04:13 AM,4/8/2021 7:12:00 AM
71227761,USFS1031,,,4/8/2021 8:00:00 AM,,-0.001,-0.005,16.7,0.3,1,6.1,0,45,14.3,9.2,0,PM 2.5,,,,4/8/2021 8:04:13 AM,4/8/2021 8:05:00 AM
71228282,USFS1031,,,4/8/2021 9:00:00 AM,,0.023,0.020,16.7,0.3,1,6.3,0,45,14.4,8.7,0,PM 2.5,,,,4/8/2021 9:04:13 AM,4/8/2021 9:05:00 AM
71228842,USFS1031,,,4/8/2021 10:00:00 AM,,-0.005,-0.001,16.7,0.3,1,5.1,0,44,14.4,7.5,0,PM 2.5,,,,4/8/2021 10:04:13 AM,4/8/2021 10:10:00 AM
71229299,USFS1031,,,4/8/2021 11:00:00 AM,,-0.005,-0.005,16.7,0.3,1,4.5,0,45,14.3,7.8,0,PM 2.5,,,,4/8/2021 11:04:13 AM,4/8/2021 11:05:00 AM
71229953,USFS1031,,,4/8/2021 12:00:00 PM,,0.009,0.007,16.7,0.3,1,4.4,0,45,14.3,7.8,0,PM 2.5,,,,4/8/2021 12:04:13 PM,4/8/2021 12:05:00 PM
71230852,USFS1031,,,4/8/2021 1:00:00 PM,,-0.002,-0.003,16.7,0.3,1,4.7,0,45,14.3,7.2,0,PM 2.5,,,,4/8/2021 1:04:13 PM,4/8/2021 1:07:00 PM
71231393,USFS1031,,,4/8/2021 2:00:00 PM,,-0.000,0.005,16.7,0.3,1,4.2,0,45,14.3,7.1,0,PM 2.5,,,,4/8/2021 2:04:13 PM,4/8/2021 2:05:00 PM
71231916,USFS1031,,,4/8/2021 3:00:00 PM,,0.014,0.011,16.7,0.3,1,4.8,0,44,14.4,7.0,0,PM 2.5,,,,4/8/2021 3:04:13 PM,4/8/2021 3:05:00 PM
71232546,USFS1031,,,4/8/2021 4:00:00 PM,,-0.005,-0.005,16.7,0.3,1,7.0,0,34,14.4,9.5,0,PM 2.5,,,,4/8/2021 4:04:13 PM,4/8/2021 4:05:00 PM
71233232,USFS1031,,,4/8/2021 5:00:00 PM,,-0.004,-0.001,16.7,0.3,1,7.9,0,28,14.4,12.0,0,PM 2.5,,,,4/8/2021 5:04:13 PM,4/8/2021 5:05:00 PM
71233898,USFS1031,,,4/8/2021 6:00:00 PM,,-0.003,-0.005,16.7,0.3,1,9.4,0,25,14.4,14.3,0,PM 2.5,,,,4/8/2021 6:04:12 PM,4/8/2021 6:05:00 PM
71233996,USFS1031,47.55976,-122.3979,4/8/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.18,4/8/2021 6:09:22 PM,4/8/2021 6:14:00 PM
71234552,USFS1031,,,4/8/2021 7:00:00 PM,,-0.001,0.003,16.7,0.3,1,10.5,0,22,14.4,16.1,0,PM 2.5,,,,4/8/2021 7:04:12 PM,4/8/2021 7:05:00 PM
71235128,USFS1031,,,4/8/2021 8:00:00 PM,,0.002,0.004,16.7,0.3,1,11.3,0,22,14.4,17.2,0,PM 2.5,,,,4/8/2021 8:04:12 PM,4/8/2021 8:05:00 PM
71235652,USFS1031,,,4/8/2021 9:00:00 PM,,0.002,0.001,16.7,0.3,1,12.4,0,19,14.4,19.0,0,PM 2.5,,,,4/8/2021 9:04:12 PM,4/8/2021 9:05:00 PM
71236344,USFS1031,,,4/8/2021 10:00:00 PM,,-0.002,-0.005,16.7,0.3,1,13.2,0,16,14.4,19.9,0,PM 2.5,,,,4/8/2021 10:04:12 PM,4/8/2021 10:05:00 PM
71237299,USFS1031,,,4/8/2021 11:00:00 PM,,0.004,0.004,16.7,0.3,1,14.1,0,15,14.4,20.9,0,PM 2.5,,,,4/8/2021 11:04:12 PM,4/8/2021 11:08:00 PM
71237948,USFS1031,,,4/9/2021 12:00:00 AM,,0.002,0.005,16.7,0.3,1,13.0,0,17,14.4,18.5,0,PM 2.5,,,,4/9/2021 12:04:12 AM,4/9/2021 12:05:00 AM
71238509,USFS1031,,,4/9/2021 1:00:00 AM,,0.002,-0.002,16.6,0.3,1,11.8,0,22,14.4,14.9,0,PM 2.5,,,,4/9/2021 1:04:12 AM,4/9/2021 1:05:00 AM
71239002,USFS1031,,,4/9/2021 2:00:00 AM,,0.009,0.009,16.7,0.3,1,11.3,0,26,14.4,13.2,0,PM 2.5,,,,4/9/2021 2:04:12 AM,4/9/2021 2:07:00 AM
71239472,USFS1031,,,4/9/2021 3:00:00 AM,,0.001,0.008,16.7,0.3,1,10.1,0,30,14.4,11.6,0,PM 2.5,,,,4/9/2021 3:04:12 AM,4/9/2021 3:05:00 AM
71239991,USFS1031,,,4/9/2021 4:00:00 AM,,0.009,0.003,16.7,0.3,1,9.2,0,32,14.4,10.9,0,PM 2.5,,,,4/9/2021 4:04:12 AM,4/9/2021 4:05:00 AM
71240461,USFS1031,,,4/9/2021 5:00:00 AM,,0.010,0.009,16.7,0.3,1,7.7,0,35,14.4,9.3,0,PM 2.5,,,,4/9/2021 5:04:12 AM,4/9/2021 5:05:00 AM
71240956,USFS1031,,,4/9/2021 6:00:00 AM,,0.003,0.007,16.7,0.3,1,6.3,0,38,14.4,8.0,0,PM 2.5,,,,4/9/2021 6:04:12 AM,4/9/2021 6:05:00 AM
71241001,USFS1031,47.55975,-122.3979,4/9/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.40,4/9/2021 6:09:21 AM,4/9/2021 6:10:00 AM
71241477,USFS1031,,,4/9/2021 7:00:00 AM,,0.005,0.002,16.7,0.3,1,5.8,0,36,14.4,7.3,0,PM 2.5,,,,4/9/2021 7:04:12 AM,4/9/2021 7:07:00 AM
71241998,USFS1031,,,4/9/2021 8:00:00 AM,,0.007,0.007,16.7,0.3,1,5.2,0,38,14.4,6.6,0,PM 2.5,,,,4/9/2021 8:04:12 AM,4/9/2021 8:07:00 AM
71242578,USFS1031,,,4/9/2021 9:00:00 AM,,0.006,0.008,16.7,0.3,1,5.0,0,41,14.4,5.9,0,PM 2.5,,,,4/9/2021 9:04:13 AM,4/9/2021 9:05:00 AM
71243102,USFS1031,,,4/9/2021 10:00:00 AM,,0.009,0.009,16.7,0.3,1,4.2,0,42,14.4,5.4,0,PM 2.5,,,,4/9/2021 10:04:13 AM,4/9/2021 10:12:00 AM
71243561,USFS1031,,,4/9/2021 11:00:00 AM,,0.009,0.008,16.7,0.3,1,3.4,0,41,14.4,4.8,0,PM 2.5,,,,4/9/2021 11:04:14 AM,4/9/2021 11:07:00 AM
71244144,USFS1031,,,4/9/2021 12:00:00 PM,,0.009,0.011,16.7,0.3,1,3.5,0,43,14.4,4.5,0,PM 2.5,,,,4/9/2021 12:04:15 PM,4/9/2021 12:05:00 PM
71244991,USFS1031,,,4/9/2021 1:00:00 PM,,0.009,0.009,16.7,0.3,1,2.9,0,43,14.4,4.3,0,PM 2.5,,,,4/9/2021 1:04:15 PM,4/9/2021 1:05:00 PM
71245617,USFS1031,,,4/9/2021 2:00:00 PM,,0.010,0.011,16.7,0.3,1,2.4,0,44,14.4,4.1,0,PM 2.5,,,,4/9/2021 2:04:15 PM,4/9/2021 2:09:00 PM
71246119,USFS1031,,,4/9/2021 3:00:00 PM,,-0.005,-0.005,16.7,0.3,1,4.2,0,42,14.4,5.2,0,PM 2.5,,,,4/9/2021 3:04:15 PM,4/9/2021 3:05:00 PM
71246667,USFS1031,,,4/9/2021 4:00:00 PM,,-0.005,-0.005,16.7,0.3,1,6.6,0,34,14.4,8.7,0,PM 2.5,,,,4/9/2021 4:04:15 PM,4/9/2021 4:05:00 PM
71247163,USFS1031,,,4/9/2021 5:00:00 PM,,0.002,0.005,16.7,0.3,1,7.5,0,29,14.4,11.3,0,PM 2.5,,,,4/9/2021 5:04:16 PM,4/9/2021 5:05:00 PM
71247774,USFS1031,,,4/9/2021 6:00:00 PM,,-0.005,-0.005,16.7,0.3,1,9.1,0,27,14.4,12.6,0,PM 2.5,,,,4/9/2021 6:04:12 PM,4/9/2021 6:05:00 PM
71247875,USFS1031,47.55976,-122.3979,4/9/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.23,4/9/2021 6:09:24 PM,4/9/2021 6:14:00 PM
71248498,USFS1031,,,4/9/2021 7:00:00 PM,,0.011,0.013,16.7,0.3,1,9.2,0,27,14.4,13.1,0,PM 2.5,,,,4/9/2021 7:04:12 PM,4/9/2021 7:05:00 PM
71249160,USFS1031,,,4/9/2021 8:00:00 PM,,-0.005,-0.005,16.7,0.3,1,9.3,0,28,14.4,11.9,0,PM 2.5,,,,4/9/2021 8:04:14 PM,4/9/2021 8:07:00 PM
71511158,USFS1031,,,4/26/2021 4:00:00 PM,09-APR-2021 20:00:0,,,,,,,,,,,,, E1122 ,3613-01 R1.57.0,,4/26/2021 4:34:07 PM,4/26/2021 4:34:00 PM
71511223,USFS1031,32.35326,-84.71391,4/26/2021 4:00:00 PM,,,,,,,,,,,,,,,,13.16,4/26/2021 4:36:49 PM,4/26/2021 4:38:00 PM
71511748,USFS1031,,,4/26/2021 5:00:00 PM,,0.016,0.026,12.4,1.9,172,25.5,39,28,14.4,21.8,256,PM 2.5,,,,4/26/2021 5:29:06 PM,4/26/2021 5:30:00 PM
71512109,USFS1031,,,4/26/2021 6:00:00 PM,,0.007,0.006,16.7,1.8,137,26.2,39,21,14.4,27.4,0,PM 2.5,,,,4/26/2021 6:04:13 PM,4/26/2021 6:07:00 PM
71512157,USFS1031,32.35329,-84.71223,4/26/2021 6:00:00 PM,,,,,,,,,,,,,,,,13.27,4/26/2021 6:09:24 PM,4/26/2021 6:10:00 PM
71512813,USFS1031,,,4/26/2021 7:00:00 PM,,0.008,0.011,16.7,2.0,167,26.9,37,19,14.4,30.0,0,PM 2.5,,,,4/26/2021 7:04:14 PM,4/26/2021 7:05:00 PM
71513521,USFS1031,,,4/26/2021 8:00:00 PM,,0.004,0.003,16.7,1.9,145,27.7,37,18,14.4,31.2,0,PM 2.5,,,,4/26/2021 8:04:15 PM,4/26/2021 8:07:00 PM
71514089,USFS1031,,,4/26/2021 9:00:00 PM,,0.005,0.006,16.7,1.7,126,28.3,36,17,14.4,31.9,0,PM 2.5,,,,4/26/2021 9:04:16 PM,4/26/2021 9:07:00 PM
71514817,USFS1031,,,4/26/2021 10:00:00 PM,,0.005,0.005,16.7,1.7,137,28.0,36,18,14.4,31.3,0,PM 2.5,,,,4/26/2021 10:04:17 PM,4/26/2021 10:05:00 PM
71515975,USFS1031,,,4/26/2021 11:00:00 PM,,0.008,0.008,16.7,1.6,148,27.5,39,19,14.4,30.3,0,PM 2.5,,,,4/26/2021 11:04:18 PM,4/26/2021 11:07:00 PM
71516689,USFS1031,,,4/27/2021 12:00:00 AM,,0.010,0.009,16.7,1.2,143,25.8,45,23,14.4,27.9,0,PM 2.5,,,,4/27/2021 12:04:19 AM,4/27/2021 12:05:00 AM
71517363,USFS1031,,,4/27/2021 1:00:00 AM,,0.009,0.010,16.6,0.7,128,22.9,57,29,14.4,24.4,0,PM 2.5,,,,4/27/2021 1:04:20 AM,4/27/2021 1:05:00 AM
71518002,USFS1031,,,4/27/2021 2:00:00 AM,,0.012,0.015,16.7,0.3,101,20.5,68,33,14.4,22.0,0,PM 2.5,,,,4/27/2021 2:04:21 AM,4/27/2021 2:05:00 AM
71518603,USFS1031,,,4/27/2021 3:00:00 AM,,0.011,0.002,16.7,0.4,115,19.0,75,37,14.4,20.5,0,PM 2.5,,,,4/27/2021 3:04:22 AM,4/27/2021 3:05:00 AM
71519269,USFS1031,,,4/27/2021 4:00:00 AM,,0.008,0.011,16.7,0.8,148,19.7,71,38,14.4,19.6,0,PM 2.5,,,,4/27/2021 4:04:23 AM,4/27/2021 4:07:00 AM
71519831,USFS1031,,,4/27/2021 5:00:00 AM,,0.008,0.010,16.7,0.9,138,19.3,71,39,14.4,19.0,0,PM 2.5,,,,4/27/2021 5:04:24 AM,4/27/2021 5:05:00 AM
71520478,USFS1031,,,4/27/2021 6:00:00 AM,,0.009,0.010,16.7,1.5,135,19.3,70,39,14.4,18.7,0,PM 2.5,,,,4/27/2021 6:04:25 AM,4/27/2021 6:05:00 AM
71520565,USFS1031,32.35323,-84.71219,4/27/2021 6:00:00 AM,,,,,,,,,,,,,,,,13.33,4/27/2021 6:09:26 AM,4/27/2021 6:12:00 AM
71521051,USFS1031,,,4/27/2021 7:00:00 AM,,0.013,0.010,16.7,1.3,147,18.5,73,40,14.4,18.2,0,PM 2.5,,,,4/27/2021 7:04:26 AM,4/27/2021 7:05:00 AM
71521595,USFS1031,,,4/27/2021 8:00:00 AM,,0.012,0.017,16.7,1.4,143,17.7,77,42,14.4,17.3,0,PM 2.5,,,,4/27/2021 8:04:27 AM,4/27/2021 8:05:00 AM
71522133,USFS1031,,,4/27/2021 9:00:00 AM,,0.003,0.001,16.7,1.3,131,16.8,82,44,14.4,16.8,0,PM 2.5,,,,4/27/2021 9:04:28 AM,4/27/2021 9:05:00 AM
71522778,USFS1031,,,4/27/2021 10:00:00 AM,,0.011,0.011,16.7,1.5,129,16.5,83,45,14.3,16.9,0,PM 2.5,,,,4/27/2021 10:04:29 AM,4/27/2021 10:05:00 AM
71523380,USFS1031,,,4/27/2021 11:00:00 AM,,0.002,0.004,16.7,1.3,129,16.1,85,45,14.3,16.8,0,PM 2.5,,,,4/27/2021 11:04:30 AM,4/27/2021 11:05:00 AM
71524202,USFS1031,,,4/27/2021 12:00:00 PM,,0.014,0.013,16.7,1.5,127,16.5,83,44,14.4,17.0,0,PM 2.5,,,,4/27/2021 12:04:31 PM,4/27/2021 12:07:00 PM
